age,sex,province,education,n
45,Female,British Columbia,High school diploma,1
45,Female,British Columbia,Master's degree,4
45,Female,British Columbia,No high school diploma,2
45,Female,Manitoba,Associate degree,4
45,Female,Manitoba,Bachelor's degree,2
45,Female,Manitoba,High school diploma,2
45,Female,Manitoba,Master's degree,2
45,Female,New Brunswick,Associate degree,3
45,Female,New Brunswick,Bachelor's degree,2
45,Female,New Brunswick,High school diploma,5
45,Female,Newfoundland and Labrador,Associate degree,5
45,Female,Newfoundland and Labrador,Bachelor's degree,1
45,Female,Newfoundland and Labrador,Master's degree,3
45,Female,Newfoundland and Labrador,No high school diploma,1
45,Female,Nova Scotia,Associate degree,2
45,Female,Nova Scotia,Bachelor's degree,4
45,Female,Nova Scotia,High school diploma,1
45,Female,Nova Scotia,Master's degree,1
45,Female,Nova Scotia,No high school diploma,1
45,Female,Ontario,Associate degree,22
45,Female,Ontario,Bachelor's degree,14
45,Female,Ontario,High school diploma,6
45,Female,Ontario,Master's degree,8
45,Female,Ontario,No high school diploma,2
45,Female,Prince Edward Island,Associate degree,1
45,Female,Prince Edward Island,High school diploma,2
45,Female,Prince Edward Island,Master's degree,2
45,Female,Prince Edward Island,No high school diploma,1
45,Female,Quebec,Associate degree,14
45,Female,Quebec,Bachelor's degree,4
45,Female,Quebec,High school diploma,2
45,Female,Quebec,Master's degree,3
45,Female,Quebec,No high school diploma,3
45,Female,Saskatchewan,Associate degree,1
45,Female,Saskatchewan,Bachelor's degree,1
45,Female,Saskatchewan,High school diploma,2
45,Female,Saskatchewan,Master's degree,1
45,Male,Alberta,Associate degree,6
45,Male,Alberta,Bachelor's degree,1
45,Male,Alberta,High school diploma,5
45,Male,Alberta,Master's degree,1
45,Male,Alberta,No high school diploma,1
45,Male,British Columbia,Associate degree,5
45,Male,British Columbia,Bachelor's degree,1
45,Male,British Columbia,High school diploma,1
45,Male,British Columbia,Master's degree,2
45,Male,British Columbia,No high school diploma,1
45,Male,Manitoba,Associate degree,2
45,Male,Manitoba,Bachelor's degree,2
45,Male,Manitoba,High school diploma,2
45,Male,Manitoba,No high school diploma,1
45,Male,New Brunswick,Associate degree,4
45,Male,New Brunswick,Bachelor's degree,1
45,Male,New Brunswick,High school diploma,2
45,Male,New Brunswick,Master's degree,1
45,Male,Newfoundland and Labrador,Associate degree,2
45,Male,Newfoundland and Labrador,High school diploma,2
45,Male,Newfoundland and Labrador,No high school diploma,2
45,Male,Nova Scotia,Associate degree,5
45,Male,Nova Scotia,Bachelor's degree,1
45,Male,Nova Scotia,High school diploma,1
45,Male,Nova Scotia,Master's degree,1
45,Male,Ontario,Associate degree,10
45,Male,Ontario,Bachelor's degree,12
45,Male,Ontario,High school diploma,15
45,Male,Ontario,Master's degree,4
45,Male,Prince Edward Island,Bachelor's degree,1
45,Male,Prince Edward Island,High school diploma,2
45,Male,Prince Edward Island,No high school diploma,1
45,Male,Quebec,Associate degree,5
45,Male,Quebec,Bachelor's degree,9
45,Male,Quebec,High school diploma,2
45,Male,Quebec,Master's degree,4
45,Male,Quebec,No high school diploma,1
45,Male,Saskatchewan,Associate degree,1
45,Male,Saskatchewan,High school diploma,3
45,Male,Saskatchewan,Master's degree,1
46,Female,Alberta,Associate degree,12
46,Female,Alberta,Bachelor's degree,8
46,Female,Alberta,High school diploma,4
46,Female,Alberta,Master's degree,1
46,Female,British Columbia,Associate degree,14
46,Female,British Columbia,Bachelor's degree,4
46,Female,British Columbia,High school diploma,5
46,Female,British Columbia,Master's degree,2
46,Female,British Columbia,No high school diploma,1
46,Female,Manitoba,Associate degree,1
46,Female,Manitoba,Bachelor's degree,2
46,Female,Manitoba,No high school diploma,1
46,Female,New Brunswick,Associate degree,4
46,Female,New Brunswick,Bachelor's degree,5
46,Female,New Brunswick,High school diploma,3
46,Female,New Brunswick,No high school diploma,1
46,Female,Newfoundland and Labrador,Associate degree,7
46,Female,Newfoundland and Labrador,Bachelor's degree,2
46,Female,Newfoundland and Labrador,Master's degree,1
46,Female,Newfoundland and Labrador,No high school diploma,1
46,Female,Nova Scotia,Associate degree,1
46,Female,Nova Scotia,Bachelor's degree,3
46,Female,Nova Scotia,High school diploma,3
46,Female,Nova Scotia,Master's degree,1
46,Female,Nova Scotia,No high school diploma,1
46,Female,Ontario,Associate degree,19
46,Female,Ontario,Bachelor's degree,13
46,Female,Ontario,High school diploma,4
46,Female,Ontario,Master's degree,4
46,Female,Ontario,No high school diploma,1
46,Female,Prince Edward Island,Bachelor's degree,2
46,Female,Prince Edward Island,High school diploma,1
46,Female,Quebec,Associate degree,12
46,Female,Quebec,Bachelor's degree,5
46,Female,Quebec,High school diploma,3
46,Female,Quebec,Master's degree,1
46,Female,Quebec,No high school diploma,1
46,Female,Saskatchewan,Associate degree,4
46,Female,Saskatchewan,Bachelor's degree,2
46,Female,Saskatchewan,High school diploma,2
46,Male,Alberta,Associate degree,1
46,Male,Alberta,Bachelor's degree,4
46,Male,Alberta,No high school diploma,1
46,Male,British Columbia,Associate degree,11
46,Male,British Columbia,Bachelor's degree,8
46,Male,British Columbia,High school diploma,3
46,Male,British Columbia,Master's degree,1
46,Male,British Columbia,No high school diploma,1
46,Male,Manitoba,Associate degree,5
46,Male,Manitoba,Bachelor's degree,2
46,Male,Manitoba,High school diploma,1
46,Male,New Brunswick,Associate degree,4
46,Male,New Brunswick,Bachelor's degree,3
46,Male,New Brunswick,High school diploma,4
46,Male,Newfoundland and Labrador,Bachelor's degree,2
46,Male,Newfoundland and Labrador,High school diploma,1
46,Male,Nova Scotia,Associate degree,1
46,Male,Nova Scotia,Bachelor's degree,1
46,Male,Nova Scotia,High school diploma,5
46,Male,Nova Scotia,Master's degree,1
46,Male,Ontario,Associate degree,14
46,Male,Ontario,Bachelor's degree,13
46,Male,Ontario,High school diploma,6
46,Male,Ontario,Master's degree,6
46,Male,Ontario,No high school diploma,2
46,Male,Prince Edward Island,Associate degree,2
46,Male,Prince Edward Island,No high school diploma,2
46,Male,Quebec,Associate degree,8
46,Male,Quebec,Bachelor's degree,4
46,Male,Quebec,High school diploma,2
46,Male,Quebec,Master's degree,1
46,Male,Quebec,No high school diploma,7
46,Male,Saskatchewan,Associate degree,1
46,Male,Saskatchewan,High school diploma,1
46,Male,Saskatchewan,No high school diploma,1
47,Female,Alberta,Associate degree,6
47,Female,Alberta,Bachelor's degree,2
47,Female,Alberta,High school diploma,3
47,Female,Alberta,Master's degree,1
47,Female,Alberta,No high school diploma,1
47,Female,British Columbia,Associate degree,7
47,Female,British Columbia,Bachelor's degree,11
47,Female,British Columbia,High school diploma,4
47,Female,British Columbia,Master's degree,1
47,Female,Manitoba,Associate degree,3
47,Female,Manitoba,Bachelor's degree,1
47,Female,Manitoba,High school diploma,1
47,Female,Manitoba,Master's degree,1
47,Female,New Brunswick,Associate degree,2
47,Female,New Brunswick,Bachelor's degree,1
47,Female,New Brunswick,Master's degree,1
47,Female,Newfoundland and Labrador,Associate degree,8
47,Female,Newfoundland and Labrador,Bachelor's degree,3
47,Female,Newfoundland and Labrador,High school diploma,1
47,Female,Newfoundland and Labrador,Master's degree,1
47,Female,Nova Scotia,Associate degree,2
47,Female,Nova Scotia,Bachelor's degree,1
47,Female,Nova Scotia,High school diploma,1
47,Female,Ontario,Associate degree,16
47,Female,Ontario,Bachelor's degree,16
47,Female,Ontario,High school diploma,9
47,Female,Ontario,Master's degree,8
47,Female,Ontario,No high school diploma,1
47,Female,Prince Edward Island,Associate degree,3
47,Female,Prince Edward Island,Master's degree,2
47,Female,Quebec,Associate degree,6
47,Female,Quebec,Bachelor's degree,5
47,Female,Quebec,High school diploma,3
47,Female,Quebec,Master's degree,2
47,Female,Quebec,No high school diploma,2
47,Female,Saskatchewan,Associate degree,4
47,Female,Saskatchewan,Bachelor's degree,3
47,Female,Saskatchewan,High school diploma,1
47,Female,Saskatchewan,Master's degree,2
47,Male,Alberta,Associate degree,4
47,Male,Alberta,Bachelor's degree,1
47,Male,Alberta,High school diploma,3
47,Male,Alberta,Master's degree,1
47,Male,Alberta,No high school diploma,1
47,Male,British Columbia,Associate degree,6
47,Male,British Columbia,Bachelor's degree,4
47,Male,British Columbia,High school diploma,2
47,Male,British Columbia,Master's degree,1
47,Male,British Columbia,No high school diploma,1
47,Male,Manitoba,Associate degree,1
47,Male,Manitoba,Bachelor's degree,3
47,Male,Manitoba,High school diploma,1
47,Male,Manitoba,Master's degree,1
47,Male,New Brunswick,Associate degree,1
47,Male,New Brunswick,Bachelor's degree,1
47,Male,New Brunswick,High school diploma,2
47,Male,New Brunswick,Master's degree,1
47,Male,Newfoundland and Labrador,Associate degree,2
47,Male,Newfoundland and Labrador,Master's degree,1
47,Male,Nova Scotia,Associate degree,7
47,Male,Nova Scotia,Bachelor's degree,5
47,Male,Nova Scotia,High school diploma,2
47,Male,Ontario,Associate degree,12
47,Male,Ontario,Bachelor's degree,5
47,Male,Ontario,High school diploma,9
47,Male,Ontario,Master's degree,6
47,Male,Prince Edward Island,Associate degree,2
47,Male,Quebec,Associate degree,7
47,Male,Quebec,Bachelor's degree,3
47,Male,Quebec,High school diploma,6
47,Male,Quebec,Master's degree,1
47,Male,Quebec,No high school diploma,3
47,Male,Saskatchewan,Associate degree,3
47,Male,Saskatchewan,High school diploma,2
48,Female,Alberta,Associate degree,6
48,Female,Alberta,Bachelor's degree,2
48,Female,Alberta,High school diploma,1
48,Female,British Columbia,Associate degree,5
48,Female,British Columbia,Bachelor's degree,8
48,Female,British Columbia,High school diploma,4
48,Female,British Columbia,Master's degree,2
48,Female,Manitoba,Associate degree,3
48,Female,Manitoba,Bachelor's degree,2
48,Female,Manitoba,High school diploma,1
48,Female,Manitoba,Master's degree,2
48,Female,New Brunswick,Associate degree,4
48,Female,New Brunswick,Bachelor's degree,3
48,Female,New Brunswick,Master's degree,2
48,Female,New Brunswick,No high school diploma,1
48,Female,Newfoundland and Labrador,Associate degree,2
48,Female,Newfoundland and Labrador,High school diploma,4
48,Female,Newfoundland and Labrador,Master's degree,1
48,Female,Newfoundland and Labrador,No high school diploma,2
48,Female,Nova Scotia,Associate degree,1
48,Female,Nova Scotia,Bachelor's degree,1
48,Female,Nova Scotia,High school diploma,3
48,Female,Nova Scotia,Master's degree,1
48,Female,Nova Scotia,No high school diploma,2
48,Female,Ontario,Associate degree,20
48,Female,Ontario,Bachelor's degree,15
48,Female,Ontario,High school diploma,10
48,Female,Ontario,Master's degree,8
48,Female,Ontario,No high school diploma,2
48,Female,Prince Edward Island,Associate degree,2
48,Female,Prince Edward Island,Bachelor's degree,1
48,Female,Prince Edward Island,High school diploma,1
48,Female,Quebec,Associate degree,14
48,Female,Quebec,Bachelor's degree,5
48,Female,Quebec,High school diploma,2
48,Female,Quebec,Master's degree,1
48,Female,Quebec,No high school diploma,2
48,Female,Saskatchewan,Associate degree,1
48,Female,Saskatchewan,Bachelor's degree,1
48,Female,Saskatchewan,High school diploma,2
48,Male,Alberta,Associate degree,7
48,Male,Alberta,Bachelor's degree,2
48,Male,Alberta,High school diploma,4
48,Male,Alberta,Master's degree,1
48,Male,British Columbia,Associate degree,2
48,Male,British Columbia,Bachelor's degree,7
48,Male,British Columbia,High school diploma,6
48,Male,British Columbia,Master's degree,2
48,Male,Manitoba,Associate degree,1
48,Male,Manitoba,Bachelor's degree,1
48,Male,Manitoba,High school diploma,2
48,Male,Manitoba,Master's degree,3
48,Male,Manitoba,No high school diploma,2
48,Male,New Brunswick,Associate degree,3
48,Male,New Brunswick,Bachelor's degree,3
48,Male,New Brunswick,High school diploma,1
48,Male,Newfoundland and Labrador,Associate degree,4
48,Male,Newfoundland and Labrador,Bachelor's degree,1
48,Male,Newfoundland and Labrador,High school diploma,2
48,Male,Newfoundland and Labrador,No high school diploma,1
48,Male,Nova Scotia,Associate degree,4
48,Male,Nova Scotia,Bachelor's degree,1
48,Male,Nova Scotia,High school diploma,1
48,Male,Nova Scotia,Master's degree,1
48,Male,Nova Scotia,No high school diploma,2
48,Male,Ontario,Associate degree,8
48,Male,Ontario,Bachelor's degree,11
48,Male,Ontario,High school diploma,9
48,Male,Ontario,Master's degree,6
48,Male,Ontario,No high school diploma,2
48,Male,Prince Edward Island,Bachelor's degree,1
48,Male,Prince Edward Island,Master's degree,1
48,Male,Prince Edward Island,No high school diploma,1
48,Male,Quebec,Associate degree,15
48,Male,Quebec,Bachelor's degree,4
48,Male,Quebec,High school diploma,6
48,Male,Quebec,Master's degree,2
48,Male,Quebec,No high school diploma,1
48,Male,Saskatchewan,Associate degree,4
48,Male,Saskatchewan,Bachelor's degree,1
48,Male,Saskatchewan,High school diploma,2
49,Female,Alberta,Associate degree,9
49,Female,Alberta,Bachelor's degree,1
49,Female,Alberta,High school diploma,3
49,Female,Alberta,Master's degree,1
49,Female,Alberta,No high school diploma,1
49,Female,British Columbia,Associate degree,7
49,Female,British Columbia,Bachelor's degree,4
49,Female,British Columbia,High school diploma,2
49,Female,British Columbia,Master's degree,3
49,Female,Manitoba,Associate degree,1
49,Female,Manitoba,Bachelor's degree,3
49,Female,Manitoba,High school diploma,2
49,Female,Manitoba,No high school diploma,1
49,Female,New Brunswick,Associate degree,2
49,Female,New Brunswick,Bachelor's degree,2
49,Female,New Brunswick,Master's degree,1
49,Female,Newfoundland and Labrador,Associate degree,3
49,Female,Newfoundland and Labrador,Bachelor's degree,1
49,Female,Newfoundland and Labrador,High school diploma,2
49,Female,Newfoundland and Labrador,No high school diploma,1
49,Female,Nova Scotia,Associate degree,6
49,Female,Nova Scotia,Bachelor's degree,3
49,Female,Nova Scotia,High school diploma,2
49,Female,Nova Scotia,No high school diploma,1
49,Female,Ontario,Associate degree,14
49,Female,Ontario,Bachelor's degree,11
49,Female,Ontario,High school diploma,10
49,Female,Ontario,Master's degree,5
49,Female,Ontario,No high school diploma,1
49,Female,Prince Edward Island,Associate degree,4
49,Female,Prince Edward Island,Bachelor's degree,1
49,Female,Prince Edward Island,Master's degree,1
49,Female,Quebec,Associate degree,10
49,Female,Quebec,Bachelor's degree,3
49,Female,Quebec,High school diploma,2
49,Female,Quebec,Master's degree,1
49,Female,Quebec,No high school diploma,1
49,Female,Saskatchewan,Associate degree,4
49,Female,Saskatchewan,High school diploma,2
49,Male,Alberta,Associate degree,7
49,Male,Alberta,Bachelor's degree,1
49,Male,Alberta,High school diploma,2
49,Male,Alberta,Master's degree,1
49,Male,British Columbia,Associate degree,4
49,Male,British Columbia,Bachelor's degree,5
49,Male,British Columbia,High school diploma,1
49,Male,British Columbia,Master's degree,2
49,Male,British Columbia,No high school diploma,1
49,Male,Manitoba,Associate degree,3
49,Male,Manitoba,Bachelor's degree,3
49,Male,Manitoba,High school diploma,1
49,Male,Manitoba,No high school diploma,1
49,Male,New Brunswick,Associate degree,1
49,Male,New Brunswick,High school diploma,1
49,Male,Newfoundland and Labrador,Associate degree,1
49,Male,Newfoundland and Labrador,Bachelor's degree,1
49,Male,Newfoundland and Labrador,High school diploma,3
49,Male,Newfoundland and Labrador,Master's degree,1
49,Male,Newfoundland and Labrador,No high school diploma,2
49,Male,Nova Scotia,Associate degree,3
49,Male,Nova Scotia,Bachelor's degree,1
49,Male,Nova Scotia,High school diploma,3
49,Male,Nova Scotia,Master's degree,2
49,Male,Ontario,Associate degree,11
49,Male,Ontario,Bachelor's degree,13
49,Male,Ontario,High school diploma,7
49,Male,Ontario,Master's degree,6
49,Male,Ontario,No high school diploma,1
49,Male,Prince Edward Island,Associate degree,1
49,Male,Prince Edward Island,High school diploma,1
49,Male,Quebec,Associate degree,13
49,Male,Quebec,Bachelor's degree,4
49,Male,Quebec,High school diploma,6
49,Male,Quebec,Master's degree,1
49,Male,Quebec,No high school diploma,1
49,Male,Saskatchewan,Associate degree,1
49,Male,Saskatchewan,Bachelor's degree,1
49,Male,Saskatchewan,High school diploma,2
49,Male,Saskatchewan,No high school diploma,1
