age,sex,province,education
48,Female,Quebec,Associate degree
77,Male,Quebec,Bachelor's degree
53,Male,Ontario,Bachelor's degree
51,Female,Saskatchewan,Associate degree
69,Male,Ontario,Bachelor's degree
18,Female,Ontario,High school diploma
58,Male,Manitoba,High school diploma
64,Female,Ontario,Bachelor's degree
51,Female,Quebec,Associate degree
56,Female,Alberta,Bachelor's degree
33,Male,Nova Scotia,Bachelor's degree
80,Female,Quebec,High school diploma
38,Male,Alberta,High school diploma
33,Female,Alberta,Associate degree
56,Female,Quebec,Associate degree
74,Male,Manitoba,No high school diploma
33,Female,Ontario,High school diploma
78,Male,Saskatchewan,High school diploma
15,Female,Ontario,No high school diploma
17,Female,Ontario,No high school diploma
67,Female,Ontario,No high school diploma
20,Male,Quebec,High school diploma
80,Male,Alberta,Associate degree
47,Male,Nova Scotia,Associate degree
61,Female,Alberta,No high school diploma
78,Female,New Brunswick,No high school diploma
78,Female,Manitoba,High school diploma
62,Male,Saskatchewan,Associate degree
71,Male,Ontario,Associate degree
58,Male,Prince Edward Island,Associate degree
44,Female,Ontario,High school diploma
66,Female,Ontario,High school diploma
43,Female,Quebec,Associate degree
71,Female,Nova Scotia,Associate degree
49,Male,Ontario,Bachelor's degree
22,Male,Alberta,High school diploma
60,Female,Ontario,High school diploma
59,Male,Quebec,Bachelor's degree
53,Male,New Brunswick,Bachelor's degree
64,Female,Ontario,Master's degree
63,Male,Quebec,Master's degree
70,Female,British Columbia,Associate degree
74,Male,Ontario,No high school diploma
17,Male,British Columbia,No high school diploma
65,Female,New Brunswick,High school diploma
51,Male,British Columbia,Bachelor's degree
66,Female,Ontario,High school diploma
50,Male,New Brunswick,Associate degree
42,Female,Quebec,Associate degree
25,Male,Alberta,High school diploma
64,Female,New Brunswick,No high school diploma
45,Female,New Brunswick,High school diploma
28,Male,New Brunswick,Bachelor's degree
45,Female,British Columbia,Associate degree
76,Male,Ontario,High school diploma
41,Female,British Columbia,Associate degree
27,Male,Ontario,Bachelor's degree
71,Female,Quebec,No high school diploma
58,Female,British Columbia,High school diploma
59,Female,Ontario,Bachelor's degree
36,Male,Manitoba,Associate degree
26,Male,Newfoundland and Labrador,Associate degree
80,Male,Nova Scotia,No high school diploma
56,Male,British Columbia,High school diploma
59,Female,Quebec,Associate degree
34,Female,Manitoba,Associate degree
65,Female,New Brunswick,No high school diploma
63,Female,Prince Edward Island,Bachelor's degree
76,Male,Manitoba,Associate degree
62,Female,Quebec,High school diploma
34,Female,Quebec,Master's degree
37,Male,Quebec,Associate degree
44,Male,Ontario,Bachelor's degree
62,Male,Ontario,High school diploma
66,Male,Ontario,Associate degree
32,Female,Quebec,Associate degree
61,Female,Ontario,High school diploma
53,Male,New Brunswick,High school diploma
49,Male,Newfoundland and Labrador,Bachelor's degree
59,Female,Quebec,Master's degree
25,Male,Quebec,No high school diploma
31,Male,Manitoba,Bachelor's degree
71,Female,Ontario,Associate degree
80,Female,Ontario,High school diploma
29,Male,Ontario,High school diploma
36,Male,Saskatchewan,Associate degree
54,Male,Ontario,Associate degree
57,Male,Quebec,No high school diploma
72,Male,Ontario,High school diploma
60,Male,Alberta,Bachelor's degree
59,Male,New Brunswick,Associate degree
75,Male,Manitoba,Associate degree
58,Female,Alberta,Bachelor's degree
43,Male,Quebec,Associate degree
58,Male,Quebec,Bachelor's degree
26,Male,Ontario,Master's degree
32,Female,Prince Edward Island,Bachelor's degree
78,Male,New Brunswick,Associate degree
36,Female,Newfoundland and Labrador,Associate degree
35,Male,Ontario,High school diploma
21,Male,Ontario,Associate degree
41,Male,Quebec,High school diploma
53,Male,Ontario,Associate degree
67,Female,Prince Edward Island,Associate degree
72,Male,Quebec,No high school diploma
76,Female,Ontario,Bachelor's degree
37,Male,British Columbia,Bachelor's degree
34,Male,Quebec,Bachelor's degree
33,Female,Saskatchewan,Bachelor's degree
19,Male,Quebec,High school diploma
80,Female,Nova Scotia,No high school diploma
72,Male,Prince Edward Island,No high school diploma
71,Male,Ontario,No high school diploma
53,Male,Newfoundland and Labrador,Bachelor's degree
52,Male,Nova Scotia,No high school diploma
47,Male,Alberta,Associate degree
69,Female,Ontario,High school diploma
58,Female,Ontario,No high school diploma
18,Male,British Columbia,No high school diploma
58,Male,Ontario,High school diploma
25,Female,Quebec,Bachelor's degree
53,Male,Manitoba,No high school diploma
38,Male,New Brunswick,Bachelor's degree
42,Female,Ontario,Bachelor's degree
72,Female,British Columbia,No high school diploma
76,Female,Nova Scotia,Associate degree
48,Female,Manitoba,Associate degree
26,Female,Ontario,Associate degree
67,Female,Ontario,High school diploma
61,Female,Prince Edward Island,High school diploma
67,Male,Ontario,Associate degree
51,Male,Ontario,Bachelor's degree
80,Female,Newfoundland and Labrador,No high school diploma
54,Male,Quebec,No high school diploma
18,Female,Saskatchewan,No high school diploma
80,Male,Quebec,High school diploma
16,Female,Quebec,No high school diploma
58,Female,Quebec,No high school diploma
74,Female,Quebec,Associate degree
56,Male,Ontario,Master's degree
61,Female,Newfoundland and Labrador,High school diploma
44,Male,Ontario,Master's degree
62,Male,Nova Scotia,No high school diploma
68,Male,New Brunswick,Associate degree
62,Female,Ontario,Associate degree
58,Female,New Brunswick,Bachelor's degree
58,Female,Quebec,Associate degree
76,Female,British Columbia,High school diploma
20,Male,Alberta,High school diploma
43,Female,Ontario,Bachelor's degree
23,Male,Ontario,Bachelor's degree
71,Male,Newfoundland and Labrador,Associate degree
33,Female,Quebec,Bachelor's degree
41,Female,Ontario,Master's degree
49,Male,Ontario,Bachelor's degree
54,Female,New Brunswick,Master's degree
76,Female,Ontario,Associate degree
33,Female,Prince Edward Island,High school diploma
66,Female,Newfoundland and Labrador,Master's degree
79,Female,Ontario,Associate degree
64,Female,Quebec,Associate degree
29,Male,Prince Edward Island,Associate degree
31,Male,Quebec,Bachelor's degree
74,Female,Prince Edward Island,High school diploma
66,Female,Alberta,Bachelor's degree
80,Female,Quebec,No high school diploma
40,Female,Manitoba,Bachelor's degree
63,Female,Prince Edward Island,Associate degree
43,Male,Quebec,Bachelor's degree
51,Female,Quebec,No high school diploma
46,Female,Alberta,High school diploma
62,Male,New Brunswick,No high school diploma
66,Female,British Columbia,No high school diploma
61,Female,Manitoba,Associate degree
76,Male,Ontario,High school diploma
25,Female,Ontario,Associate degree
32,Female,New Brunswick,Bachelor's degree
56,Male,Ontario,Associate degree
60,Female,Prince Edward Island,High school diploma
39,Female,Prince Edward Island,Associate degree
52,Female,Newfoundland and Labrador,High school diploma
66,Female,Ontario,Master's degree
41,Female,Ontario,Master's degree
33,Male,New Brunswick,No high school diploma
46,Female,Ontario,Associate degree
63,Male,Quebec,High school diploma
26,Female,Alberta,Bachelor's degree
30,Female,Saskatchewan,Bachelor's degree
55,Male,Ontario,Bachelor's degree
51,Female,British Columbia,Master's degree
30,Female,Ontario,Bachelor's degree
61,Male,Quebec,Associate degree
54,Female,Nova Scotia,No high school diploma
79,Female,Ontario,No high school diploma
80,Female,Saskatchewan,No high school diploma
66,Female,Newfoundland and Labrador,High school diploma
50,Male,Ontario,High school diploma
80,Female,Ontario,Associate degree
47,Male,Nova Scotia,High school diploma
80,Female,Saskatchewan,Bachelor's degree
50,Female,Newfoundland and Labrador,No high school diploma
43,Female,Ontario,Bachelor's degree
60,Male,New Brunswick,No high school diploma
31,Female,Quebec,Associate degree
60,Female,Quebec,High school diploma
46,Female,Alberta,Associate degree
47,Female,Newfoundland and Labrador,Master's degree
62,Female,Quebec,Associate degree
22,Male,Prince Edward Island,High school diploma
55,Female,Quebec,High school diploma
25,Female,Quebec,Bachelor's degree
66,Female,Ontario,High school diploma
62,Female,Newfoundland and Labrador,No high school diploma
20,Male,Ontario,Associate degree
80,Female,Saskatchewan,Associate degree
38,Male,Manitoba,Associate degree
55,Male,Saskatchewan,Bachelor's degree
17,Female,Ontario,No high school diploma
51,Female,British Columbia,Associate degree
24,Male,Ontario,Bachelor's degree
54,Female,Alberta,High school diploma
50,Female,Prince Edward Island,Associate degree
30,Female,Ontario,Associate degree
37,Male,British Columbia,Bachelor's degree
36,Male,Alberta,Bachelor's degree
24,Male,British Columbia,High school diploma
46,Male,Ontario,Bachelor's degree
41,Male,Ontario,Associate degree
39,Male,Alberta,Associate degree
47,Male,Ontario,High school diploma
51,Male,Nova Scotia,High school diploma
38,Female,Ontario,Master's degree
42,Male,British Columbia,Associate degree
78,Female,Ontario,High school diploma
47,Male,Quebec,Bachelor's degree
44,Female,Alberta,Associate degree
65,Male,Newfoundland and Labrador,Bachelor's degree
35,Female,Saskatchewan,Associate degree
67,Male,New Brunswick,Associate degree
45,Female,Ontario,Bachelor's degree
46,Male,British Columbia,Bachelor's degree
70,Female,Prince Edward Island,High school diploma
25,Female,Manitoba,High school diploma
16,Female,Quebec,No high school diploma
62,Female,Prince Edward Island,No high school diploma
28,Male,Ontario,Associate degree
23,Female,Ontario,Bachelor's degree
22,Female,Ontario,Associate degree
80,Female,Ontario,High school diploma
39,Male,Ontario,High school diploma
49,Female,Prince Edward Island,Associate degree
35,Female,Quebec,Bachelor's degree
35,Female,Newfoundland and Labrador,Bachelor's degree
16,Female,Ontario,No high school diploma
75,Male,Nova Scotia,Master's degree
25,Male,Ontario,Bachelor's degree
57,Male,Ontario,Bachelor's degree
47,Female,Newfoundland and Labrador,Associate degree
53,Female,Alberta,Associate degree
36,Female,Alberta,Bachelor's degree
76,Female,British Columbia,Associate degree
31,Female,Nova Scotia,Bachelor's degree
51,Female,Ontario,High school diploma
62,Female,Alberta,High school diploma
28,Female,Alberta,Associate degree
60,Female,Quebec,No high school diploma
18,Female,Alberta,High school diploma
58,Female,Ontario,High school diploma
47,Male,Ontario,Associate degree
73,Female,Ontario,Associate degree
29,Male,Newfoundland and Labrador,No high school diploma
74,Male,Quebec,No high school diploma
30,Female,Ontario,Bachelor's degree
45,Male,Nova Scotia,Associate degree
41,Male,British Columbia,Associate degree
30,Female,Ontario,Associate degree
58,Female,British Columbia,Bachelor's degree
38,Female,Ontario,Associate degree
57,Female,Ontario,Bachelor's degree
70,Male,Quebec,Associate degree
29,Male,Ontario,Associate degree
45,Female,Ontario,Bachelor's degree
62,Female,Ontario,Associate degree
50,Female,British Columbia,Associate degree
45,Female,Nova Scotia,Bachelor's degree
45,Male,British Columbia,Associate degree
53,Male,New Brunswick,High school diploma
48,Male,Newfoundland and Labrador,Associate degree
55,Female,British Columbia,Master's degree
48,Male,Alberta,Associate degree
70,Male,Saskatchewan,Associate degree
60,Male,Quebec,High school diploma
31,Male,Manitoba,High school diploma
61,Female,British Columbia,Master's degree
80,Female,Nova Scotia,Associate degree
57,Female,Manitoba,Bachelor's degree
55,Male,Quebec,Associate degree
44,Female,Ontario,Associate degree
45,Female,British Columbia,Associate degree
58,Male,British Columbia,High school diploma
61,Female,Nova Scotia,No high school diploma
49,Female,New Brunswick,Master's degree
30,Female,Nova Scotia,Associate degree
74,Male,Manitoba,Bachelor's degree
80,Male,Ontario,Bachelor's degree
59,Male,Quebec,High school diploma
61,Female,British Columbia,Master's degree
60,Female,Quebec,High school diploma
58,Female,Nova Scotia,Bachelor's degree
40,Female,British Columbia,Associate degree
70,Male,Ontario,Bachelor's degree
32,Female,British Columbia,Bachelor's degree
69,Male,Quebec,Bachelor's degree
73,Female,Ontario,Associate degree
38,Female,Alberta,High school diploma
79,Female,British Columbia,Associate degree
71,Female,Ontario,Associate degree
70,Female,Nova Scotia,No high school diploma
38,Male,Ontario,Master's degree
71,Female,Quebec,Master's degree
26,Female,Ontario,Bachelor's degree
69,Male,Saskatchewan,High school diploma
62,Male,New Brunswick,Bachelor's degree
16,Male,Ontario,No high school diploma
39,Male,Newfoundland and Labrador,Bachelor's degree
26,Female,Saskatchewan,Bachelor's degree
51,Female,New Brunswick,Associate degree
67,Female,Manitoba,Associate degree
45,Male,Nova Scotia,Associate degree
57,Male,Nova Scotia,Bachelor's degree
22,Female,Ontario,Bachelor's degree
44,Male,Ontario,Master's degree
55,Female,British Columbia,No high school diploma
41,Female,Newfoundland and Labrador,No high school diploma
52,Male,Quebec,Associate degree
61,Female,Ontario,High school diploma
32,Male,Saskatchewan,Associate degree
63,Female,Quebec,Associate degree
54,Male,Prince Edward Island,Associate degree
71,Female,Ontario,Bachelor's degree
80,Male,Quebec,No high school diploma
80,Female,Nova Scotia,Associate degree
28,Female,Nova Scotia,Bachelor's degree
50,Male,British Columbia,High school diploma
46,Male,Quebec,No high school diploma
70,Male,Ontario,Associate degree
63,Female,British Columbia,Bachelor's degree
63,Female,Newfoundland and Labrador,High school diploma
65,Female,Quebec,Associate degree
50,Male,Quebec,High school diploma
27,Male,Quebec,Bachelor's degree
61,Male,New Brunswick,No high school diploma
61,Male,Ontario,Master's degree
25,Female,Quebec,Associate degree
29,Male,Newfoundland and Labrador,Associate degree
80,Female,Quebec,No high school diploma
77,Male,British Columbia,Bachelor's degree
61,Male,Quebec,High school diploma
40,Male,British Columbia,No high school diploma
66,Female,Newfoundland and Labrador,High school diploma
74,Female,British Columbia,High school diploma
21,Male,Quebec,No high school diploma
67,Male,Ontario,No high school diploma
56,Female,Nova Scotia,Associate degree
38,Female,Ontario,Associate degree
66,Female,Ontario,Master's degree
80,Male,Ontario,Associate degree
60,Male,British Columbia,Associate degree
72,Male,New Brunswick,Bachelor's degree
37,Male,Quebec,Associate degree
